state_name,year,population,land_area_sqkm,pop_density
Minnesota,2008,5235602.094,206232,25.386953014081225
Minnesota,2009,5268571.429,206232,25.546818287171728
Minnesota,2010,5312138.728,206232,25.75807211296016
Minnesota,2011,5345029.239999999,206232,25.91755518057333
Minnesota,2012,5366459.627,206232,26.02146915609605
Minnesota,2013,5404761.905,206232,26.207193379300982
Minnesota,2014,5448863.636,206232,26.42103861670352
Minnesota,2015,5478527.607,206232,26.564876483765854
Minnesota,2016,5521212.120999999,206232,26.77184976628263
Minnesota,2017,5567073.171,206232,26.99422577970441
Minnesota,2018,5609467.456,206232,27.199791768493736
Minnesota,2019,5650306.748000001,206232,27.397817739245124
Mississippi,1997,2776119.403,121531,22.842891138886372
Mississippi,1998,2801980.198,121531,23.05568289572208
Mississippi,1999,2828347.906,121531,23.272645711793697
Mississippi,2000,2850510.678,121531,23.455008829023047
Mississippi,2001,2853229.763,121531,23.477382420946096
Mississippi,2002,2858447.489,121531,23.52031571368622
Mississippi,2003,2861607.143,121531,23.546314462976525
Mississippi,2004,2881578.947,121531,23.71064952152126
Mississippi,2005,2909090.909,121531,23.937027663723658
Mississippi,2006,2903508.772,121531,23.89109586854383
Mississippi,2007,2931330.472,121531,24.120022644428172
Mississippi,2008,2940909.091,121531,24.198838905299883
Mississippi,2009,2960975.6100000003,121531,24.36395331232361
